图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
../../dataset/fruit30_split\val\山竹\159.jpg,1,山竹,1,山竹,20,荔枝,5,桂圆,True,2.5721003e-05,0.99426806,1.2704576e-06,9.53275e-06,1.6285237e-06,0.00061246165,9.352927e-06,0.00016575534,9.81633e-06,2.1211451e-06,1.8369705e-05,1.079403e-05,0.00032980077,5.2795276e-06,1.2025469e-06,2.4820847e-06,2.02332e-06,0.00018074505,1.7363964e-05,3.188186e-05,0.00358613,6.787606e-06,1.375315e-06,8.1772996e-05,4.4064127e-06,1.3973695e-05,0.0005955683,2.6993334e-06,1.5767163e-06
../../dataset/fruit30_split\val\山竹\165.jpg,1,山竹,1,山竹,20,荔枝,23,葡萄-红,True,0.0035915184,0.697719,0.0070077977,0.011463833,0.00039921404,0.0023884696,0.002880565,0.02591542,0.013450729,0.015593293,0.0020869737,0.0017486353,0.00024608587,0.0016210086,0.0001282264,0.00029033856,0.0016854198,0.0046156687,0.0013970244,0.0051077325,0.15022555,0.0015227335,0.0016475662,0.036501594,0.0017641039,0.004502411,0.0023477906,0.0019527484,0.00019851384
../../dataset/fruit30_split\val\山竹\166.jpg,1,山竹,1,山竹,10,猕猴桃,26,车厘子,True,7.6300894e-05,0.9958882,7.171098e-06,1.6373126e-05,5.653344e-05,8.00217e-05,6.875984e-05,8.6842854e-05,9.507711e-06,5.3497406e-06,0.0012136056,1.1063914e-05,3.688453e-05,1.8983586e-06,9.403599e-07,9.487889e-05,4.9706603e-05,1.11895815e-05,0.00044089195,6.390994e-05,2.397329e-05,1.0179372e-05,2.9956127e-05,5.6509616e-05,0.0001887385,8.46502e-05,0.0007175467,3.2051748e-06,0.0006653652
../../dataset/fruit30_split\val\山竹\171.jpg,1,山竹,1,山竹,12,砂糖橘,10,猕猴桃,True,0.00016219572,0.9941461,3.4359877e-07,8.456525e-05,1.4184174e-05,3.6038833e-05,5.8759842e-06,0.00075707317,1.4388215e-06,4.5126912e-06,0.0013250856,0.00010427109,0.0018607718,1.2105917e-06,1.0787334e-05,5.8772483e-05,2.9669795e-07,0.00018983174,3.8964004e-05,5.3037045e-05,3.786537e-06,2.2659835e-06,3.1552445e-05,0.0006116044,0.00016003953,8.7031076e-05,0.00013250597,1.749012e-06,0.00011402528
../../dataset/fruit30_split\val\山竹\175.jpg,1,山竹,1,山竹,23,葡萄-红,26,车厘子,True,0.0006633274,0.90447277,0.00051517633,0.00022252306,7.5717675e-05,0.0021083488,0.00013331427,0.00033706872,0.0015980345,0.0025716417,0.0031701676,0.0082035875,0.00011420179,0.00053820264,1.3468655e-05,0.004646328,0.00061276334,0.003341133,0.0005467874,0.0005567347,0.0011315277,0.00012319119,0.0058372286,0.03836836,0.00041225154,0.0005762253,0.018467104,0.0004613765,0.00018143591
../../dataset/fruit30_split\val\山竹\18.png,1,山竹,1,山竹,7,椰子,17,苹果-红,True,7.583785e-06,0.99704725,1.3718579e-06,4.4754812e-05,7.920012e-07,2.4864696e-06,7.026191e-05,0.0018470414,4.096787e-06,2.6218873e-05,3.4392892e-06,1.0369405e-05,5.715352e-07,3.829086e-07,4.5286293e-07,1.7164765e-06,5.2718013e-07,0.0005718387,5.898138e-07,4.668351e-06,0.0002850912,1.8084837e-07,9.4428145e-07,2.571509e-05,1.0989783e-05,1.2778498e-05,1.6525648e-05,3.0996583e-07,9.806246e-07
../../dataset/fruit30_split\val\山竹\184.jpg,1,山竹,1,山竹,26,车厘子,5,桂圆,True,2.4974046e-05,0.9559628,4.2422365e-05,1.504834e-06,1.719672e-07,0.015491389,4.096288e-05,6.525332e-05,9.271646e-06,2.152778e-09,0.00948907,1.5668054e-05,7.551458e-06,0.0001832523,2.0101858e-07,6.610365e-05,8.751303e-06,0.0001359026,7.3686406e-06,7.306672e-05,0.00015500448,5.055284e-07,1.2949101e-05,0.00081619446,4.9367947e-07,8.225472e-06,0.017336559,4.5291017e-06,3.9671286e-05
../../dataset/fruit30_split\val\山竹\197.png,1,山竹,1,山竹,23,葡萄-红,22,葡萄-白,True,0.01959282,0.6668118,0.0031440095,0.00018578205,0.0020687156,0.0030369952,1.9673094e-05,0.0039819903,0.0009390666,0.00026139096,0.002391135,0.0017127021,0.0017122268,0.0014623227,0.00012382977,0.0004306977,0.013001995,0.0019199601,0.0014935953,0.004641304,0.012312025,0.0011744531,0.074444935,0.14326134,0.0006184192,0.0028441139,0.020039765,0.00039579297,0.015977165
../../dataset/fruit30_split\val\山竹\22.jpg,1,山竹,1,山竹,26,车厘子,10,猕猴桃,True,0.0017929923,0.8539893,0.00015471876,0.00018278144,0.0018383034,0.004529369,0.00014639203,0.00096115307,0.00020689977,8.272925e-05,0.019827055,0.00014738156,0.0070369877,5.9930957e-05,0.00010884256,0.00033593897,0.00012142462,0.006120001,0.00039236888,0.0002985892,0.0019710711,0.00017248654,0.0005347332,0.00058944983,0.00031617002,0.0004965585,0.09573553,5.7179157e-05,0.0017935558
../../dataset/fruit30_split\val\山竹\31.jpeg,1,山竹,1,山竹,23,葡萄-红,26,车厘子,True,0.00012864248,0.98811567,1.3941807e-05,0.000586495,0.00034373646,0.00013209667,8.841451e-05,0.0007971423,7.5380056e-05,1.8549681e-05,0.00096994586,0.00045000156,0.00017996285,2.2252529e-05,2.5346286e-05,0.00015171383,7.76011e-06,0.0011104407,1.2410227e-05,1.738677e-05,0.000769474,3.6367296e-06,9.982478e-06,0.0033279816,0.00016033744,0.0001791155,0.0022739167,2.3938888e-05,4.4498775e-06
../../dataset/fruit30_split\val\山竹\4.jpg,1,山竹,1,山竹,5,桂圆,7,椰子,True,3.6772868e-05,0.99827564,3.8519076e-07,6.9781305e-07,8.817752e-07,0.0011254575,3.1318252e-06,0.00024584442,3.175991e-06,7.919291e-08,9.507509e-06,2.050299e-07,7.5826792e-06,1.6547064e-07,2.2992063e-07,5.396577e-07,2.651664e-08,1.6355034e-05,4.9105336e-07,1.0403663e-06,0.0001297303,7.7790155e-08,5.929991e-06,9.7534394e-05,7.531416e-08,1.2946505e-06,3.509869e-05,2.3464676e-08,2.034853e-06
../../dataset/fruit30_split\val\山竹\41.jpg,1,山竹,1,山竹,23,葡萄-红,20,荔枝,True,1.5987114e-05,0.9985719,3.8485064e-06,1.0705849e-06,1.714069e-06,3.4104447e-05,1.9746864e-08,3.196318e-05,5.415204e-07,1.2272741e-07,4.6817e-06,1.7466297e-06,2.0682285e-06,2.532353e-06,2.3452877e-07,3.3776412e-06,2.608374e-06,1.112214e-05,2.097324e-07,2.9481855e-05,0.00042813557,4.4610147e-07,3.7710382e-05,0.0006237325,1.3004617e-06,6.8196855e-06,0.00016962676,1.2073589e-07,1.2786923e-05
../../dataset/fruit30_split\val\山竹\53.jpg,1,山竹,1,山竹,20,荔枝,23,葡萄-红,True,5.574992e-07,0.99989164,1.3024469e-07,1.0907188e-06,8.580289e-08,1.6671136e-07,2.8628317e-08,9.825484e-07,3.0778344e-07,2.5799973e-06,1.2871379e-05,1.10976325e-05,8.526338e-08,2.7830787e-08,4.2063593e-09,9.5594605e-06,1.12269e-06,1.0795266e-05,4.4756095e-07,2.8249522e-06,2.6275573e-05,2.5861473e-07,4.688896e-07,1.8035185e-05,2.0452092e-06,1.8360379e-06,2.964214e-06,1.6639845e-07,1.4048275e-06
../../dataset/fruit30_split\val\山竹\69.jpg,1,山竹,1,山竹,18,苹果-青,7,椰子,True,0.013807307,0.4177378,0.00027635015,0.0033522588,0.00013663773,0.0024227633,0.044181045,0.06664453,7.3474504e-05,4.7785106e-05,0.051916987,0.0046205306,0.000101246194,0.00054162135,2.0937634e-05,0.008110285,0.009445413,0.03201983,0.18684478,0.0004420167,0.00082170655,0.000102281316,0.00020419445,0.0013001838,0.012237182,0.05441435,0.043266054,0.0034239192,0.041486558
../../dataset/fruit30_split\val\山竹\70.jpeg,1,山竹,1,山竹,26,车厘子,23,葡萄-红,True,0.0023160202,0.7176096,0.009844127,0.00012654094,0.0007925326,0.025543198,9.251693e-05,0.0016997791,0.00012246933,0.00013558872,0.0027994183,0.0012160327,0.0010098662,0.00015706413,9.755868e-05,0.00053777953,0.00019184254,0.013158048,0.00036939952,0.0018183107,0.009818302,0.0001587674,0.0031875176,0.094337896,0.0011620935,0.00051321764,0.10669215,0.0001268851,0.0043655043
../../dataset/fruit30_split\val\山竹\71.jpg,1,山竹,1,山竹,23,葡萄-红,26,车厘子,True,0.00017501466,0.9837584,1.7918575e-05,0.0002916289,4.971232e-06,0.00036218396,0.00033489734,8.511258e-05,3.582774e-05,1.157547e-05,9.03376e-05,0.0011628615,1.1690225e-05,3.333481e-06,1.2831458e-06,6.3574626e-05,1.0900312e-05,0.00029901144,0.00016124244,2.27187e-05,0.00044228783,2.2142012e-06,7.743583e-05,0.010372649,0.0002318886,7.908611e-05,0.0017714144,0.00011432296,4.2364472e-06
../../dataset/fruit30_split\val\山竹\75.jpeg,1,山竹,1,山竹,17,苹果-红,20,荔枝,True,0.00012052193,0.9973979,1.261574e-05,1.2370832e-05,1.7282722e-05,1.6472837e-05,2.0856927e-05,1.3032428e-05,1.879123e-07,0.000103367354,3.8725884e-05,0.00026114247,5.3085994e-05,2.3550374e-06,1.3261902e-06,2.4775702e-05,1.5462074e-06,0.0007466461,7.554289e-06,9.5332056e-05,0.0005543795,1.9215538e-06,9.3527933e-07,1.830646e-05,3.488951e-06,0.00016437426,0.00028938768,1.1672439e-05,8.52584e-06
../../dataset/fruit30_split\val\山竹\79.jpg,1,山竹,1,山竹,7,椰子,5,桂圆,True,1.1356249e-06,0.54178286,4.9769037e-06,0.00026368865,7.5673386e-05,0.19263646,0.0010951225,0.25940222,9.902135e-06,6.778617e-07,0.0008000081,0.00025840616,0.00024262966,3.263497e-06,1.5626754e-05,0.00026802527,2.5246363e-06,0.0019866764,0.00013841983,2.267619e-06,0.0002877199,4.9942864e-06,4.440221e-05,0.000116265976,0.00033805476,4.2182396e-06,6.3244246e-05,1.3715721e-05,0.00013693105
../../dataset/fruit30_split\val\山竹\8.jpg,1,山竹,1,山竹,10,猕猴桃,3,柚子,True,0.0005087237,0.972821,8.105789e-05,0.002123567,3.9438546e-05,0.0016122217,0.00031856497,0.0015140135,6.4216925e-05,3.99898e-05,0.015481085,0.00018404819,0.00014779129,4.3995118e-05,1.2790044e-05,0.0003322917,4.8737278e-05,0.00091777206,0.000112526046,6.9956615e-05,0.0004574487,7.890997e-06,4.4199925e-05,0.001339022,0.00021619086,0.0006712701,0.000723056,3.3129003e-05,3.4081128e-05
../../dataset/fruit30_split\val\山竹\83.jpg,1,山竹,1,山竹,20,荔枝,23,葡萄-红,True,2.0411877e-05,0.9761562,2.2827592e-06,2.7968032e-05,1.5565581e-06,4.4215387e-05,1.126656e-06,0.00017030163,4.4964668e-06,1.4592587e-06,8.176958e-06,5.961989e-06,4.848835e-07,1.1695018e-06,6.801438e-08,9.4507044e-07,8.322816e-07,4.7749363e-05,2.6140174e-07,2.3718352e-05,0.01970685,1.0101548e-05,1.14745335e-05,0.003726195,1.0838954e-06,7.3964434e-06,1.6782891e-05,9.215659e-08,5.085889e-07
../../dataset/fruit30_split\val\山竹\86.jpg,1,山竹,1,山竹,23,葡萄-红,26,车厘子,True,3.3765235e-05,0.9973398,6.5058966e-06,2.2283673e-06,1.7743133e-06,3.4732566e-05,1.7283455e-06,3.2081283e-05,1.1124053e-05,6.0508955e-07,0.00035776055,0.00012091784,8.47217e-05,1.1410274e-06,8.6826145e-07,1.1810692e-05,2.2185495e-06,0.0002739452,2.0472062e-06,4.8362777e-05,9.4792495e-06,1.5988882e-06,1.7776068e-05,0.0008131394,1.35673945e-05,2.9345314e-05,0.00069278036,1.0002725e-06,5.3363183e-05
../../dataset/fruit30_split\val\山竹\87.jpg,1,山竹,1,山竹,20,荔枝,17,苹果-红,True,0.00013462387,0.96502656,2.5245623e-05,7.489032e-05,5.194273e-05,9.164551e-05,1.2782712e-05,0.0006706742,0.000108968925,9.641231e-05,5.496298e-06,0.002397543,0.00014990703,2.9601215e-05,5.7916855e-05,0.00031286126,8.399633e-06,0.010259671,4.2848874e-06,7.527727e-05,0.018771185,8.487747e-05,6.826763e-06,0.0005720074,9.202201e-05,0.00048298953,0.00033299922,4.8041096e-05,1.4483012e-05
../../dataset/fruit30_split\val\山竹\88.jpeg,1,山竹,1,山竹,20,荔枝,5,桂圆,True,0.00012025015,0.73865426,0.00010159944,0.0018447977,4.062036e-06,0.001915144,0.0003772912,0.0014291075,4.4580756e-06,0.00015005647,0.00017536219,0.0007896633,9.441631e-05,1.4215538e-05,6.4404535e-06,0.00015219756,4.282343e-05,0.00083052885,4.2109164e-05,0.00047177123,0.25105506,1.5437856e-05,1.2809007e-05,0.0007704818,0.00033541713,0.00027042924,0.00029049645,1.3483069e-06,2.802722e-05
../../dataset/fruit30_split\val\山竹\9.jpg,1,山竹,1,山竹,23,葡萄-红,5,桂圆,True,4.1979205e-05,0.98670954,7.3072954e-07,3.898587e-06,3.1627365e-05,0.0023073165,2.1660086e-05,0.00096999423,5.983996e-06,2.5619286e-07,0.0013735858,4.3941243e-05,6.0555933e-05,5.1040224e-06,2.2982565e-06,1.5006279e-05,4.3644093e-07,0.00038191292,3.7664975e-06,3.022615e-06,1.6923581e-05,2.5667625e-06,2.123866e-06,0.0065929694,1.7428883e-05,1.6465667e-05,0.0013584209,1.6307401e-06,8.798127e-06
../../dataset/fruit30_split\val\山竹\96.jpg,1,山竹,1,山竹,7,椰子,20,荔枝,True,1.6235725e-05,0.9989524,1.0162901e-06,3.003297e-05,2.589773e-06,1.1501374e-05,1.6239781e-05,0.0003393844,2.3342182e-06,3.986276e-07,3.628345e-05,8.043171e-06,3.833305e-05,4.5915835e-06,5.074685e-06,7.783265e-06,2.537812e-07,4.9368602e-05,2.4021256e-06,1.3208667e-05,0.00027772554,3.7962874e-07,4.022665e-06,9.464206e-05,5.500298e-06,6.1403785e-05,1.807592e-05,4.8526072e-08,7.0848006e-07
../../dataset/fruit30_split\val\杨梅\126.jpg,2,杨梅,2,杨梅,19,草莓,20,荔枝,True,0.0004075423,3.5200184e-05,0.9868815,4.5448673e-05,1.9642985e-05,1.8802137e-05,2.0216099e-05,5.0261635e-05,2.7509237e-05,1.4964503e-05,0.00015975551,0.0001602551,2.2223367e-06,6.0852985e-06,3.4705672e-06,0.00028228082,3.779217e-05,2.574046e-05,9.123166e-05,0.0072151474,0.0034705296,0.00012493781,2.7179567e-05,2.413526e-05,5.432542e-05,0.00031840336,0.00045188668,1.5405258e-05,8.151763e-06
../../dataset/fruit30_split\val\杨梅\13.jpg,2,杨梅,2,杨梅,20,荔枝,19,草莓,True,8.5780746e-05,0.000103507744,0.9787458,0.00011435976,2.0632967e-06,9.815958e-05,3.8923237e-05,3.5495927e-05,0.0002745447,2.445061e-05,0.0021160564,1.2955613e-05,0.00017107518,0.00083438907,9.3329705e-05,0.00034735736,1.18136695e-05,0.00052134297,8.6978625e-06,0.004610591,0.010038852,0.000175226,2.5586328e-06,0.00060271553,4.054721e-05,9.702644e-05,0.0007847717,5.100634e-06,2.6168348e-06
../../dataset/fruit30_split\val\杨梅\135.jpg,2,杨梅,2,杨梅,20,荔枝,22,葡萄-白,True,0.0013849337,0.0008846323,0.8141439,0.0005198377,0.0021281883,0.001026721,0.0012785245,3.6419548e-05,4.3016054e-05,3.6617643e-05,0.0035539137,0.0006865557,0.00017917922,3.625923e-05,2.0810468e-05,0.002089479,0.0044244016,0.00047652522,0.0013537835,0.006179281,0.1474703,0.0002549148,0.008621909,0.0013149292,0.00046713193,0.0006380602,0.000635563,4.8345293e-05,6.5902015e-05
../../dataset/fruit30_split\val\杨梅\139.jpg,2,杨梅,20,荔枝,2,杨梅,11,石榴,True,6.703974e-05,0.0088096,0.23640892,0.0002691333,1.1438431e-05,0.0011721877,3.083103e-05,0.0015864146,0.0020273656,0.010585416,0.00073279307,0.020220136,2.5522895e-05,0.0005425553,1.5946905e-05,0.00020963262,0.006605622,0.00017135385,4.594998e-05,0.011255561,0.674424,0.008483282,0.000300393,0.008682338,0.00087448617,0.0003848249,0.0006491571,0.0047139507,0.0006941235
../../dataset/fruit30_split\val\杨梅\142.jpg,2,杨梅,2,杨梅,20,荔枝,19,草莓,True,0.001247252,0.00012223757,0.9581646,0.00027494592,3.9320592e-05,2.3799282e-06,9.001512e-06,0.00029181998,3.237045e-06,3.3240027e-05,1.9160218e-05,0.00035046326,1.6034562e-06,4.8657234e-06,1.8782424e-05,7.7939236e-05,2.9121988e-05,0.00012236366,3.784646e-05,0.011614481,0.017839309,0.0012942131,4.6125247e-06,4.8917627e-05,0.00033712146,0.007961619,4.1518426e-05,2.6965806e-06,5.435649e-06
../../dataset/fruit30_split\val\杨梅\145.jpg,2,杨梅,2,杨梅,20,荔枝,19,草莓,True,4.757112e-05,0.00014719943,0.9932126,0.00014776074,1.4369674e-06,3.6111633e-05,2.5192605e-05,9.062615e-07,0.00027740226,9.275105e-05,0.00023649893,1.5192368e-05,9.543104e-06,1.2665245e-05,1.9492147e-06,0.00021382369,1.35621e-05,5.3464435e-05,5.6032354e-06,0.00184304,0.002849243,2.6882171e-05,9.2061826e-05,5.8404097e-05,8.307576e-06,1.2952332e-05,0.000425121,0.00013059641,2.2382665e-06
../../dataset/fruit30_split\val\杨梅\149.jpg,2,杨梅,2,杨梅,8,榴莲,20,荔枝,True,2.2856502e-06,3.2414341e-06,0.9973525,1.0442319e-06,4.7332795e-09,1.02813125e-07,1.7043756e-07,4.4809024e-08,0.0008740321,2.1380472e-05,5.421404e-05,2.4668445e-06,2.3138723e-08,7.6339845e-08,1.5137041e-07,5.8126993e-06,2.894497e-07,0.00033011823,1.741928e-08,0.0004552665,0.000531455,2.290783e-06,1.9540035e-05,1.6971804e-05,4.29565e-07,2.423506e-07,0.00032584654,5.0911623e-08,4.183475e-09
../../dataset/fruit30_split\val\杨梅\168.jpeg,2,杨梅,20,荔枝,2,杨梅,19,草莓,True,0.0026370068,0.0048479238,0.202987,0.008705478,9.668886e-05,0.0033438497,0.00013466914,0.011553509,0.0005705995,0.011046489,0.0007231037,0.1338383,0.0003925254,0.0013408816,0.00033953367,0.0022135521,0.013078257,0.009450969,0.00010315322,0.1796941,0.20339312,0.0039028216,0.00037135958,0.01713228,0.11145791,0.02503337,0.05025244,0.000331442,0.0010277533
../../dataset/fruit30_split\val\杨梅\171.jpg,2,杨梅,20,荔枝,2,杨梅,26,车厘子,True,0.0003998751,0.001519413,0.06585229,0.0018930655,3.67314e-05,0.0066960542,6.532122e-06,8.835218e-05,0.00013257048,0.0005575577,6.905277e-05,0.012489039,6.228149e-05,0.00031393158,7.499482e-05,0.00016156315,0.021293014,0.0010311843,2.876318e-06,0.04211928,0.71372455,0.002598191,0.0003238343,0.048794355,0.028137809,0.00032222635,0.05084264,0.00034003032,0.00011667382
../../dataset/fruit30_split\val\杨梅\174.jpg,2,杨梅,2,杨梅,19,草莓,20,荔枝,True,0.004175355,8.180259e-06,0.45359445,0.0002215722,2.3162197e-06,1.0164601e-06,9.378709e-07,7.005499e-08,5.5441245e-07,8.32178e-07,5.3861836e-06,0.0004881364,1.521581e-05,1.3329216e-07,5.57306e-06,3.302482e-05,3.2876116e-07,0.00016562112,1.831483e-07,0.4120662,0.12631322,8.4927285e-07,5.0030565e-07,4.0267103e-05,1.882155e-05,0.002834111,6.95652e-06,2.5294167e-07,2.886682e-09
../../dataset/fruit30_split\val\杨梅\179.jpg,2,杨梅,2,杨梅,19,草莓,12,砂糖橘,True,0.010544424,0.00031114253,0.9226673,0.00011431949,2.55481e-05,1.5025601e-05,1.7884511e-06,7.695976e-06,6.4831744e-07,0.00084399484,4.910997e-06,0.0002490344,0.018895945,2.0898617e-05,0.0003211033,0.00014962806,1.4331144e-05,1.983107e-05,2.0991308e-06,0.03943199,0.00044874183,4.4658478e-05,2.7255894e-05,3.229533e-05,0.00033626443,0.0036235864,0.001706286,2.2385177e-05,0.00011678788
../../dataset/fruit30_split\val\杨梅\183.jpg,2,杨梅,2,杨梅,20,荔枝,10,猕猴桃,True,0.0005845408,0.034491047,0.73943,0.000790259,0.00012446225,0.0028039298,0.0056220284,0.0011374933,0.0020258361,0.00058473897,0.04115637,1.1782102e-05,0.00056520605,6.2658204e-05,8.3257175e-05,0.0007952639,0.00036186745,0.000300492,0.0017448899,0.015478581,0.13600554,0.0003925396,7.422341e-05,6.8143905e-05,0.00010913734,0.00025652515,0.013973212,0.00050160446,0.00046436198
../../dataset/fruit30_split\val\杨梅\186.jpg,2,杨梅,2,杨梅,20,荔枝,19,草莓,True,4.603743e-06,0.00010528956,0.97986364,2.7050164e-05,7.59086e-08,3.9505785e-06,2.571652e-06,3.588217e-06,1.548983e-05,3.827121e-07,0.000334259,2.7679773e-06,7.4461025e-07,1.9122206e-07,7.669623e-08,6.579038e-07,5.0175345e-06,2.2235012e-05,6.8590857e-06,0.0012940608,0.018133046,1.3850819e-05,7.80222e-07,6.324203e-06,7.802235e-07,8.256248e-06,0.00014212159,1.2474633e-06,1.3528378e-07
../../dataset/fruit30_split\val\杨梅\189.png,2,杨梅,2,杨梅,19,草莓,20,荔枝,True,0.008267714,0.009718565,0.51273096,0.010231784,0.0002396529,0.006718899,0.00023258611,0.00034247892,0.0022574204,0.00046540785,0.004485475,0.00057263474,0.00054095377,0.0007060884,0.00011825972,0.010609179,0.00057635654,0.014047059,0.00029631334,0.28934044,0.067702405,0.00060457806,2.594855e-05,0.010611055,0.012381284,0.0023698728,0.032476675,0.0012909595,3.898464e-05
../../dataset/fruit30_split\val\杨梅\21.jpg,2,杨梅,20,荔枝,2,杨梅,23,葡萄-红,True,0.0002740142,0.0006938876,0.15664093,0.0007979951,2.2252883e-05,0.0009967274,1.2430418e-05,4.397025e-05,2.8684333e-05,0.00024895786,2.3797846e-05,0.0001258115,4.9823015e-05,0.0007854106,3.425968e-05,0.0001652629,0.0007856653,0.0024083303,7.170146e-06,0.021949027,0.7465098,2.4787554e-05,0.00070019474,0.05800744,0.0032304719,7.061304e-05,0.005329222,2.743256e-05,5.5662194e-06
../../dataset/fruit30_split\val\杨梅\27.jpg,2,杨梅,2,杨梅,20,荔枝,26,车厘子,True,5.9261316e-07,0.00013197571,0.9920298,0.00011020465,1.4073488e-05,3.4210698e-05,2.8273327e-05,8.137739e-05,0.00027887107,7.7180323e-07,9.956275e-05,1.1704549e-06,1.3524929e-06,5.3493455e-08,5.368639e-06,6.174838e-05,3.7474332e-05,1.1733635e-05,0.00013188588,0.00015512457,0.0050882315,0.00056173216,1.1004196e-06,1.9220968e-06,2.0354794e-06,3.2394792e-07,0.0009544888,5.1626394e-06,0.00016933303
../../dataset/fruit30_split\val\杨梅\30.jpg,2,杨梅,2,杨梅,20,荔枝,19,草莓,True,2.8260196e-05,4.6525336e-05,0.9955581,1.0026655e-05,5.1309473e-07,6.773671e-07,7.2668246e-07,2.4932731e-07,6.4902093e-07,5.9797935e-06,4.1756202e-06,0.00032697612,2.3135463e-07,1.3524325e-07,4.1376032e-07,5.5451237e-06,9.425294e-07,4.5231383e-05,4.2589372e-07,0.001033067,0.0028422785,2.8928944e-06,7.536928e-07,1.4260689e-05,1.7485254e-06,5.66803e-05,1.1678005e-05,9.1057785e-07,2.1052095e-08
../../dataset/fruit30_split\val\杨梅\33.jpg,2,杨梅,2,杨梅,26,车厘子,20,荔枝,True,0.00033278286,0.004114349,0.6881472,0.006180748,3.457991e-05,4.8351417e-06,3.335058e-05,7.108883e-05,6.3769694e-05,0.00026782387,0.0010742766,0.009067003,9.1219474e-05,1.9658875e-05,2.0914413e-05,3.861496e-05,6.277703e-05,0.0077424673,0.00035914543,0.021938462,0.08851866,0.0002540114,0.0001000664,0.0026020429,0.00019866502,0.00068642193,0.16793793,2.0659223e-05,1.6394977e-05
../../dataset/fruit30_split\val\杨梅\34.png,2,杨梅,2,杨梅,20,荔枝,19,草莓,True,2.070669e-06,4.896398e-06,0.99855155,1.7389313e-05,2.996774e-07,2.6013987e-07,4.815072e-07,1.855711e-06,8.473618e-05,3.4401185e-06,4.5717516e-06,1.4371366e-06,2.8264712e-06,9.399139e-07,7.132086e-07,0.00030034222,2.620007e-07,2.4601288e-05,8.7703734e-07,0.0004894417,0.0004948379,6.9340734e-07,3.5568846e-07,7.5514697e-07,3.710493e-06,7.3401895e-07,2.3270302e-06,2.6295756e-06,1.0652367e-06
../../dataset/fruit30_split\val\杨梅\38.jpg,2,杨梅,2,杨梅,20,荔枝,26,车厘子,True,5.0993316e-07,6.517981e-06,0.99925524,1.4518956e-06,1.0062172e-07,1.0684035e-06,4.7511824e-07,3.685876e-07,1.5171303e-05,2.9417503e-08,1.1386951e-05,3.3887543e-06,2.7496267e-07,9.089062e-08,9.2358576e-08,6.1906e-06,2.3559917e-06,5.4071916e-07,8.044163e-07,2.6008276e-05,0.00057725585,3.7595648e-06,7.158373e-07,7.846557e-07,2.6835428e-07,4.1155445e-07,8.393701e-05,2.5112777e-07,3.989394e-07
